-3.626424670219421387e-01,-3.546527028083801270e-01,-3.458175361156463623e-01,-3.360482752323150635e-01,-3.252457976341247559e-01,-3.132958412170410156e-01,-3.000647127628326416e-01,-2.853900492191314697e-01,-2.690687775611877441e-01,-2.508367598056793213e-01,-2.303405404090881348e-01,-2.070917934179306030e-01,-1.803991645574569702e-01,-1.492624282836914062e-01,-1.122099459171295166e-01,-6.703942269086837769e-02,-1.041286066174507141e-02,6.279951333999633789e-02,1.606011837720870972e-01,2.958658337593078613e-01,4.901795983314514160e-01,7.752862572669982910e-01,1.129454731941223145e+00,1.284253239631652832e+00,1.105894446372985840e+00,9.102879166603088379e-01,7.838917374610900879e-01,7.001262903213500977e-01,6.395821571350097656e-01,5.926240086555480957e-01,5.544941425323486328e-01,5.226365327835083008e-01,4.955087900161743164e-01,4.720818996429443359e-01,4.516162574291229248e-01,4.335542023181915283e-01,4.174621105194091797e-01,4.029952585697174072e-01,3.898754715919494629e-01,3.778777420520782471e-01,3.668172061443328857e-01,3.565444052219390869e-01,3.469367325305938721e-01,3.378955721855163574e-01,3.293414711952209473e-01,3.212111890316009521e-01,3.134552836418151855e-01,3.060345947742462158e-01,2.989199161529541016e-01,2.920887470245361328e-01
-3.568719923496246338e-01,-3.482276201248168945e-01,-3.386789262294769287e-01,-3.281355202198028564e-01,-3.164959549903869629e-01,-3.036445677280426025e-01,-2.894461750984191895e-01,-2.737392187118530273e-01,-2.563219368457794189e-01,-2.369384616613388062e-01,-2.152522355318069458e-01,-1.908100098371505737e-01,-1.629863828420639038e-01,-1.308973133563995361e-01,-9.326422214508056641e-02,-4.819226264953613281e-02,7.196597754955291748e-03,7.738225162029266357e-02,1.695511788129806519e-01,2.957570552825927734e-01,4.773975610733032227e-01,7.490048408508300781e-01,1.100033044815063477e+00,1.267472624778747559e+00,1.098908066749572754e+00,9.063848257064819336e-01,7.813716530799865723e-01,6.983493566513061523e-01,6.382326483726501465e-01,5.915514230728149414e-01,5.536217093467712402e-01,5.219181776046752930e-01,4.949141144752502441e-01,4.715882539749145508e-01,4.512053132057189941e-01,4.332104325294494629e-01,4.171718358993530273e-01,4.027459025382995605e-01,3.896565139293670654e-01,3.776791393756866455e-01,3.666316866874694824e-01,3.563652932643890381e-01,3.467593789100646973e-01,3.377163410186767578e-01,3.291576802730560303e-01,3.210210502147674561e-01,3.132573664188385010e-01,3.058283627033233643e-01,2.987047731876373291e-01,2.918651401996612549e-01
-3.495478034019470215e-01,-3.401558697223663330e-01,-3.298013806343078613e-01,-3.183929026126861572e-01,-3.058289587497711182e-01,-2.919947206974029541e-01,-2.767573297023773193e-01,-2.599587142467498779e-01,-2.414076477289199829e-01,-2.208664864301681519e-01,-1.980327069759368896e-01,-1.725144386291503906e-01,-1.437878161668777466e-01,-1.111347228288650513e-01,-7.353257387876510620e-02,-2.946793660521507263e-02,2.338965609669685364e-02,8.877152204513549805e-02,1.729080677032470703e-01,2.867918908596038818e-01,4.511394202709197998e-01,7.025064826011657715e-01,1.043678164482116699e+00,1.226925969123840332e+00,1.078122138977050781e+00,8.947046399116516113e-01,7.738716602325439453e-01,6.930539011955261230e-01,6.342125535011291504e-01,5.883417725563049316e-01,5.509759187698364258e-01,5.196954607963562012e-01,4.930263757705688477e-01,4.699732065200805664e-01,4.498150646686553955e-01,4.320043623447418213e-01,4.161151349544525146e-01,4.018084406852722168e-01,3.888128995895385742e-01,3.769083321094512939e-01,3.659167587757110596e-01,3.556928932666778564e-01,3.461194634437561035e-01,3.371013104915618896e-01,3.285620212554931641e-01,3.204413652420043945e-01,3.126907348632812500e-01,3.052730560302734375e-01,2.981602549552917480e-01,2.913304567337036133e-01
-3.406238853931427002e-01,-3.303994238376617432e-01,-3.191580772399902344e-01,-3.068094849586486816e-01,-2.932545542716979980e-01,-2.783820033073425293e-01,-2.620651721954345703e-01,-2.441574037075042725e-01,-2.244863510131835938e-01,-2.028467059135437012e-01,-1.789910197257995605e-01,-1.526157855987548828e-01,-1.233363896608352661e-01,-9.064383804798126221e-02,-5.381751805543899536e-02,-1.176978647708892822e-02,3.725085780024528503e-02,9.620995819568634033e-02,1.703629493713378906e-01,2.695499658584594727e-01,4.134142398834228516e-01,6.393631696701049805e-01,9.635707139968872070e-01,1.164055585861206055e+00,1.044216871261596680e+00,8.755260705947875977e-01,7.615127563476562500e-01,6.843030452728271484e-01,6.275604963302612305e-01,5.830221176147460938e-01,5.465778708457946777e-01,5.159848332405090332e-01,4.898577332496643066e-01,4.672456979751586914e-01,4.474506080150604248e-01,4.299387037754058838e-01,4.142930507659912109e-01,4.001829624176025391e-01,3.873443901538848877e-01,3.755645453929901123e-01,3.646717071533203125e-01,3.545265495777130127e-01,3.450165092945098877e-01,3.360505998134613037e-01,3.275554478168487549e-01,3.194729685783386230e-01,3.117567598819732666e-01,3.043708801269531250e-01,2.972876727581024170e-01,2.904863059520721436e-01
-3.300720751285552979e-01,-3.189448118209838867e-01,-3.067535758018493652e-01,-2.934120893478393555e-01,-2.788268625736236572e-01,-2.628941833972930908e-01,-2.454999089241027832e-01,-2.265161126852035522e-01,-2.058010548353195190e-01,-1.831993162631988525e-01,-1.585398167371749878e-01,-1.316358894109725952e-01,-1.022740602493286133e-01,-7.018499076366424561e-02,-3.497543185949325562e-02,4.012104123830795288e-03,4.797444865107536316e-02,9.917390346527099609e-02,1.619864851236343384e-01,2.451551556587219238e-01,3.670116961002349854e-01,5.645074248313903809e-01,8.651584982872009277e-01,1.081725835800170898e+00,9.983792901039123535e-01,8.493413925170898438e-01,7.445130944252014160e-01,6.722062230110168457e-01,6.183447837829589844e-01,5.756438970565795898e-01,5.404697656631469727e-01,5.108209848403930664e-01,4.854356646537780762e-01,4.634260833263397217e-01,4.441267251968383789e-01,4.270232617855072021e-01,4.117116928100585938e-01,3.978727459907531738e-01,3.852528035640716553e-01,3.736485540866851807e-01,3.628970384597778320e-01,3.528662621974945068e-01,3.434507548809051514e-01,3.345642685890197754e-01,3.261376023292541504e-01,3.181157410144805908e-01,3.104548752307891846e-01,3.031203746795654297e-01,2.960856258869171143e-01,2.893312275409698486e-01
-3.178908824920654297e-01,-3.058099746704101562e-01,-2.926302254199981689e-01,-2.782725989818572998e-01,-2.626525163650512695e-01,-2.456800490617752075e-01,-2.272594571113586426e-01,-2.072919607162475586e-01,-1.856804490089416504e-01,-1.623355150222778320e-01,-1.371855139732360840e-01,-1.101850718259811401e-01,-8.131369948387145996e-02,-5.055648088455200195e-02,-1.784344017505645752e-02,1.708629727363586426e-02,5.495134368538856506e-02,9.744414687156677246e-02,1.482436656951904297e-01,2.151692360639572144e-01,3.151576519012451172e-01,4.835418462753295898e-01,7.557026147842407227e-01,9.842562079429626465e-01,9.422425627708435059e-01,8.168303966522216797e-01,7.231851816177368164e-01,6.569238901138305664e-01,6.066653132438659668e-01,5.662828683853149414e-01,5.327144265174865723e-01,5.042567253112792969e-01,4.798027276992797852e-01,4.585467278957366943e-01,4.398670196533203125e-01,4.232740700244903564e-01,4.083817601203918457e-01,3.948848545551300049e-01,3.825425505638122559e-01,3.711630702018737793e-01,3.605942428112030029e-01,3.507134616374969482e-01,3.414226770401000977e-01,3.326417207717895508e-01,3.243075609207153320e-01,3.163680434226989746e-01,3.087824285030364990e-01,3.015184998512268066e-01,2.945508360862731934e-01,2.878606617450714111e-01
-3.041112124919891357e-01,-2.910516858100891113e-01,-2.768754363059997559e-01,-2.615137994289398193e-01,-2.448963820934295654e-01,-2.269518971443176270e-01,-2.076121568679809570e-01,-1.868179738521575928e-01,-1.645303666591644287e-01,-1.407445371150970459e-01,-1.155066341161727905e-01,-8.892844617366790771e-02,-6.119235232472419739e-02,-3.253151103854179382e-02,-3.167083486914634705e-03,2.683364227414131165e-02,5.783159658312797546e-02,9.113086760044097900e-02,1.299513280391693115e-01,1.814187020063400269e-01,2.610950469970703125e-01,4.018443524837493896e-01,6.430335640907287598e-01,8.770865797996520996e-01,8.777764439582824707e-01,7.788196206092834473e-01,6.979247331619262695e-01,6.386663913726806641e-01,5.926538109779357910e-01,5.550380945205688477e-01,5.233941078186035156e-01,4.963598251342773438e-01,4.730139970779418945e-01,4.526507556438446045e-01,4.347031116485595703e-01,4.187140166759490967e-01,4.043190777301788330e-01,3.912303745746612549e-01,3.792211115360260010e-01,3.681136369705200195e-01,3.577671051025390625e-01,3.480699360370635986e-01,3.389326632022857666e-01,3.302833139896392822e-01,3.220637738704681396e-01,3.142273426055908203e-01,3.067360818386077881e-01,2.995607852935791016e-01,2.926775217056274414e-01,2.860685288906097412e-01
-2.888025343418121338e-01,-2.747709751129150391e-01,-2.596262097358703613e-01,-2.433139234781265259e-01,-2.257823944091796875e-01,-2.069862633943557739e-01,-1.868928521871566772e-01,-1.654939353466033936e-01,-1.428226679563522339e-01,-1.189730167388916016e-01,-9.412128478288650513e-02,-6.854327768087387085e-02,-4.261697083711624146e-02,-1.679708249866962433e-02,8.461330085992813110e-03,3.285896405577659607e-02,5.654915794730186462e-02,8.065560460090637207e-02,1.081864833831787109e-01,1.457889378070831299e-01,2.077025026082992554e-01,3.238074481487274170e-01,5.340605974197387695e-01,7.660930156707763672e-01,8.071607351303100586e-01,7.362295389175415039e-01,6.691939830780029297e-01,6.176903843879699707e-01,5.764741301536560059e-01,5.420298576354980469e-01,5.126061439514160156e-01,4.872117042541503906e-01,4.651353955268859863e-01,4.457891583442687988e-01,4.286735355854034424e-01,4.133713841438293457e-01,3.995442688465118408e-01,3.869235813617706299e-01,3.752989768981933594e-01,3.645071983337402344e-01,3.544204533100128174e-01,3.449389040470123291e-01,3.359829187393188477e-01,3.274889588356018066e-01,3.194056153297424316e-01,3.116911649703979492e-01,3.043123781681060791e-01,2.972419261932373047e-01,2.904588878154754639e-01,2.839463353157043457e-01
-2.720779478549957275e-01,-2.571170926094055176e-01,-2.410715669393539429e-01,-2.239059060811996460e-01,-2.055922895669937134e-01,-1.861173808574676514e-01,-1.654931008815765381e-01,-1.437730789184570312e-01,-1.210726797580718994e-01,-9.759485721588134766e-02,-7.365008443593978882e-02,-4.967226088047027588e-02,-2.621338516473770142e-02,-3.903901204466819763e-03,1.664231717586517334e-02,3.501230850815773010e-02,5.131379142403602600e-02,6.669633090496063232e-02,8.416435122489929199e-02,1.100278794765472412e-01,1.572346538305282593e-01,2.524452507495880127e-01,4.337385892868041992e-01,6.567590236663818359e-01,7.326568365097045898e-01,6.900311112403869629e-01,6.375058293342590332e-01,5.942935943603515625e-01,5.583177208900451660e-01,5.273967385292053223e-01,5.004597306251525879e-01,4.769014120101928711e-01,4.562391340732574463e-01,4.380197227001190186e-01,4.218232035636901855e-01,4.072800576686859131e-01,3.940824866294860840e-01,3.819832503795623779e-01,3.707901239395141602e-01,3.603544533252716064e-01,3.505629301071166992e-01,3.413266241550445557e-01,3.325777351856231689e-01,3.242611289024353027e-01,3.163334727287292480e-01,3.087584674358367920e-01,3.015077114105224609e-01,2.945571541786193848e-01,2.878885567188262939e-01,2.814861238002777100e-01
-2.540967762470245361e-01,-2.382877767086029053e-01,-2.214512377977371216e-01,-2.035741060972213745e-01,-1.846576780080795288e-01,-1.647270768880844116e-01,-1.438466161489486694e-01,-1.221398115158081055e-01,-9.981223940849304199e-02,-7.717755436897277832e-02,-5.467582866549491882e-02,-3.288159891963005066e-02,-1.248490624129772186e-02,5.766518414020538330e-03,2.119011059403419495e-02,3.338398411870002747e-02,4.257365688681602478e-02,5.010627582669258118e-02,5.911020562052726746e-02,7.559984922409057617e-02,1.112240403890609741e-01,1.893972307443618774e-01,3.448234498500823975e-01,5.534859895706176758e-01,6.564945578575134277e-01,6.412082910537719727e-01,6.034069657325744629e-01,5.688076615333557129e-01,5.384005308151245117e-01,5.112916231155395508e-01,4.870718717575073242e-01,4.655232429504394531e-01,4.464024007320404053e-01,4.294049441814422607e-01,4.142014384269714355e-01,4.004781246185302734e-01,3.879624903202056885e-01,3.764316141605377197e-01,3.657115399837493896e-01,3.556689023971557617e-01,3.462042510509490967e-01,3.372415602207183838e-01,3.287234306335449219e-01,3.206050097942352295e-01,3.128502964973449707e-01,3.054305613040924072e-01,2.983213365077972412e-01,2.915038168430328369e-01,2.849613130092620850e-01,2.786809504032135010e-01
